ptf,PTFS,PTFG,PTFH1,PTFH2,PTFH3,PTFH4,PTFH5,HVSC
170,179.99,182.11,169.99,159.99,299.99,250,144.99,4
169.99,170,180,165,150.01,300,250.01,145,4
170,169.99,200,170,160,481.94,320,149.99,3.5
179.99,170,200.06,179.99,164.99,663.73,350,144,3
169.99,179.99,180,179.99,163.99,450.08,250.01,140.01,4
164.99,169.99,179.99,169.99,153,250.01,200,134.94,4.33
154,164.99,165,164.99,150,250,180,127.3,3
165,154,179.99,168.09,160,250,180,149.1,3
164.99,165,169.99,164.99,150,199.99,179.99,144.12,2
121,164.99,164.99,150,140,149.99,165,130.68,3
120.99,121,149.99,133.99,124.99,140.96,164.99,116,3
110.09,120.99,140,124.99,110.43,140.93,155,115.99,2.33
104.28,110.09,129,123.75,103.23,140.91,150,85.01,2
101.94,104.28,121,122,100.02,140.91,149.99,74.99,2
108.27,101.94,121,122,100.05,140.91,148.75,74.99,1
84.99,108.27,121,123.74,97.1,140.91,149.99,80.01,2
97.1,84.99,124,120.01,97.09,140.91,148.99,54,2.5
97.09,97.1,148,125,110,140.94,150,80,3.33
120.99,97.09,179.99,142.98,124.99,160.9,155,100.99,5.5
121,120.99,180,150,129,160.94,164.99,125,6
124.74,121,184.99,159.99,140,160.96,168.67,130.16,6
130,124.74,180,159.99,140,160.97,165,132,6.5
137.89,130,179.99,159.99,138.74,160.96,165,134.94,7
130,137.89,179.99,158.91,133.99,160.96,165,129.99,7
123.74,130,170,150.01,130.78,160.95,165,129.27,7.5
123.74,123.74,169.99,150.58,137,160.96,165,139.01,7
140,123.74,170,159.99,149.99,160.98,170,149.99,6.5
159.99,140,179.99,164.99,150,164.99,179.99,149.99,6.5
159.99,159.99,169.99,165,150,165,170,139.99,7.5
151.99,159.99,164.99,160,149.99,161,170,139.96,8
149.99,151.99,154,159.99,149.99,160.99,169.99,139.92,8.5
145,149.99,165,159.99,149.99,161,169.99,139.82,6.5
130.01,145,164.99,150,145,160.97,164.99,130,5
120.99,130.01,121,139,124.99,159.99,155,110,5
110,120.99,120.99,125,116,149.99,150,74.99,4
94.19,110,110.09,123.74,101.04,139.99,142.36,68.99,4
75,94.19,104.28,110.06,80.92,125,139.99,50,3.5
75,75,101.94,110.06,81.99,125,134.74,50,1
93.61,75,108.27,115.99,100.04,134.74,140,51,1
100.1,93.61,84.99,124.99,110.01,149.23,140.01,74.99,1.5
121,100.1,97.1,135,124.99,159.99,150,106.55,4
121,121,97.09,164.99,140.01,200,165,139.92,5.67
140,121,120.99,179.99,151,756.1,190,146.39,6.5
159.99,140,121,180,160.7,999.99,250.01,149.99,8.5
161.22,159.99,124.74,200,165,999.99,275,150,9
150.08,161.22,130,179.99,160,999.99,200,148.75,9
150,150.08,137.89,180,160,999.99,200,150,10.5
159.99,150,130,180,164.99,999.99,249.99,151.01,10.67
160,159.99,123.74,180,164.99,999.01,180,150,11
159.99,160,123.74,179.99,164.99,999,180,151.01,10.5
165,159.99,140,180.56,169.99,925.87,200,156.15,9
160,165,159.99,180,164.99,952.13,180,149.99,8
150,160,159.99,170,159,599.17,170,139.99,7
135.01,150,151.99,164.99,149.99,450.05,166.21,139.93,6.33
130,135.01,149.99,157.44,148,250.01,164.99,130.9,5.5
155.01,130,145,164.99,150,250.01,169.99,150,5.5
135.01,155.01,130.01,155,149.99,199.99,160,141.68,5.5
124.17,135.01,120.99,139.99,135.49,140.77,154.99,139.99,6
121,124.17,110,124.99,125,140.39,149.99,119.51,5
120.99,121,94.19,122,119.99,140,139.99,100.02,4.67
120,120.99,75,116,110.09,134.73,131.99,100,4
120,120,75,116,110.08,134.73,130,98.99,4
120.99,120,93.61,121.99,112.76,140,132,99,4
120.99,120.99,100.1,123.75,123.99,140.29,140.01,100.04,4
121,120.99,121,125,125,140.61,150,120,5
132,121,121,159.99,149.99,160.78,160,145,5.67
144.99,132,140,179.99,159.6,165,179.99,165,6
159.99,144.99,159.99,180,159.99,179.99,199.99,170,7.5
159.99,159.99,161.22,184.99,160,180,250,175.04,8
149.99,159.99,150.08,170.35,159.99,170,180,169.99,8
150,149.99,150,174.99,159.99,169.99,199.99,170,8.5
159.99,150,159.99,179.99,164.99,170,200,170,9
155.01,159.99,160,175,163.32,169.99,180,165,9
153.28,155.01,159.99,179.99,160,169.99,180,169.99,7.5
155,153.28,165,180,165,170,180,175.06,6
155.01,155,160,180,160,164.99,180,165,5
140.01,155.01,150,170,159.99,169.99,176,156.23,5
134.74,140.01,135.01,164.99,150,164.99,170,150,4.33
129.97,134.74,130,159.99,149.6,160.9,169.99,149.99,4
155.01,129.97,155.01,164.99,150,165,169.99,155,4
140,155.01,135.01,158.26,149.99,160.93,165,150,3
123.64,140,124.17,135.48,144.99,140.89,155,149.99,3
119,123.64,121,124.46,125,140.41,145,132.01,3
118.99,119,120.99,124.99,124.99,140.09,138.99,114.12,3
118.99,118.99,120,121.99,121.99,139.99,129.99,100.09,2.5
118.99,118.99,120,122,121.99,139.99,129.95,100.09,3
118.99,118.99,120.99,124.99,122,140.01,130,106.61,3
119,118.99,120.99,124.99,124.99,140.3,144.99,125.01,3
120.01,119,121,130.69,133.99,140.63,149.99,139.99,4
136.03,120.01,132,160,150.01,160.58,161.73,154.99,4
151.51,136.03,144.99,180,170,179.99,180,169.99,6.5
160,151.51,159.99,200,179.99,192.99,250.01,180,8.5
160,160,159.99,209.99,180,200,299.99,190.01,10.5
152.47,160,149.99,180,173.99,180,201.08,180,10.5
149.52,152.47,150,180,179.99,180,250,180,11.5
154.99,149.52,159.99,199.99,180,199.01,250,180,11
150,154.99,155.01,180,179.99,180,200,180,8.5
150,150,153.28,180,179.99,180,200,180,7.5
151.5,150,155,199.06,180,180,250.01,180.05,5.5
150,151.5,155.01,189.59,179.99,180,250,179.99,5
145,150,140.01,179.99,169.99,170,180,165,5
137,145,134.74,165,164.99,169.6,179.99,160,4.33
129.41,137,129.97,159.99,160,164.99,170,159.99,5
159.99,129.41,155.01,162,164.99,179.99,179.99,165,4
147.86,159.99,140,155,159.99,164.99,170,160,4
119,147.86,123.64,149.99,139.99,149.99,160,159.99,4.5
118.99,119,119,129,125,140.61,154.99,150,4
118.99,118.99,118.99,125,124.99,140.18,150,146.8,4
118.34,118.99,118.99,124.99,123.74,140,149.99,136.04,4
117.19,118.34,118.99,124.99,123.74,139.99,149.99,136.03,5
118.99,117.19,118.99,125,124.99,140.09,149.99,141.98,5
118.99,118.99,119,125,125,140.34,154.99,149.99,5
119,118.99,120.01,149.99,130.69,140.67,159.99,154.99,5
129.12,119,136.03,150,150,160.87,179.99,165,6
149.99,129.12,151.51,170,164.99,180,300.01,195.09,8.5
150,149.99,160,179.99,169.99,218,387.99,250,9.5
150,150,160,180,169.99,250,499.98,250.01,7
149.99,150,152.47,174.99,165,217.99,350.01,226.05,7
144.99,149.99,149.52,171.87,169.99,200,350.01,249.99,7
149.99,144.99,154.99,179.99,170,218,350.01,250,7.67
145.99,149.99,150,175,169.99,200,350.01,200,8.5
149.99,145.99,150,175,169.99,200,350.01,243.38,8
149.01,149.99,151.5,179.99,170,218,391.88,275,7
149.99,149.01,150,179.99,169.99,200,350.07,250,7
149.01,149.99,145,169.99,165,180,330.88,180,7.5
139.75,149.01,137,160,160,179.99,250.01,180,6
130,139.75,129.41,159.59,150,170,200,179.99,5
149.99,130,159.99,164.99,155.99,179.99,200,180,5.5
136.03,149.99,147.86,160,150,169.99,179.99,170,6
117,136.03,119,164.99,150,149.99,150,154.99,6.5
116.99,117,118.99,153.99,143,127.23,149.99,148.75,5.5
116.99,116.99,118.99,150,125,125,136.03,133.99,5
116.99,116.99,118.34,149.99,125,124.99,128.99,124.68,5
116.99,116.99,117.19,149.99,125,124.99,125,128.99,5.5
116.99,116.99,118.99,149.99,125,124.99,130,129.99,6
116.99,116.99,118.99,150,130,125,149.99,140,5.5
117,116.99,119,159.99,150,140.12,150,150,5.5
131.78,117,129.12,165,170,170,179.99,165,5.67
146.98,131.78,149.99,200,199.99,200,400,249.99,7.5
149.99,146.98,150,209.53,200.13,250.01,500,250.01,8
149.99,149.99,150,200.08,200.27,300,644.99,270.08,8
129.39,149.99,149.99,179.99,180,199.99,363,199.99,8.5
139.04,129.39,144.99,180,180,200,400.02,250,8.5
144.07,139.04,149.99,199.07,199.99,247.99,400.06,250,8.33
139.04,144.07,145.99,182.11,180,200,400,250,8
139.62,139.04,149.99,180,180,199.99,400.02,202.11,7
139.03,139.62,149.01,200,199.99,248,450.02,270.02,6.5
144.94,139.03,149.99,200.06,200,218,450.02,200,6
136.77,144.94,149.01,180,180,180.5,400,179.99,6
121.54,136.77,139.75,179.99,179.99,180,250,170,6.33
117,121.54,130,165,170,180,190.73,165,5.5
135.53,117,149.99,179.99,179.87,179.99,199.99,165,5
117,135.53,136.03,169.99,165,170,180,160,5
117,117,117,164.99,150,149.99,179.99,198.11,5.5
116.99,117,116.99,149.99,144.99,132,164.99,170,4.5
116.99,116.99,116.99,140,125,124.99,150,164.99,4
116.99,116.99,116.99,129,124.99,124,149.99,160,4
116.67,116.99,116.99,121,124.99,124,149.99,159.99,4
116.99,116.67,116.99,121,124.99,124,149.99,159.99,4.5
116.99,116.99,116.99,121,124.99,124.99,149.99,155,5
116.99,116.99,117,124,125,125,154.99,159.99,5
117,116.99,131.78,148,150,140.01,179.99,170,5.67
117.99,117,146.98,179.99,170,160,300.01,250,6
128.99,117.99,149.99,180,179.99,165,600.05,275.05,6.5
138.93,128.99,149.99,184.99,180,165,978.03,328.37,7.5
135.74,138.93,129.39,180,179.99,164.99,500.08,300,7
130.01,135.74,139.04,179.99,179.99,164.99,500.01,275.06,7
132,130.01,144.07,179.99,170,160,450.05,250.01,7
123.9,132,139.04,170,169.99,159.99,299.99,250,7
117,123.9,139.62,169.99,165,150.01,300,250.01,6
117.99,117,139.03,170,170,160,481.94,320,5.5
126,117.99,144.94,179.99,179.99,164.99,663.73,350,5
126,126,136.77,169.99,179.99,163.99,450.08,250.01,4.5
117,126,121.54,164.99,169.99,153,250.01,200,4
117,117,117,154,164.99,150,250,180,4.5
117,117,135.53,165,168.09,160,250,180,4
117,117,117,164.99,164.99,150,199.99,179.99,4.5
116.99,117,117,121,150,140,149.99,165,3.5
116.99,116.99,116.99,120.99,133.99,124.99,140.96,164.99,3.5
102.19,116.99,116.99,110.09,124.99,110.43,140.93,155,3.33
74.99,102.19,116.99,104.28,123.75,103.23,140.91,150,3
92.07,74.99,116.67,101.94,122,100.02,140.91,149.99,3
100,92.07,116.99,108.27,122,100.05,140.91,148.75,3
70,100,116.99,84.99,123.74,97.1,140.91,149.99,3
69,70,116.99,97.1,120.01,97.09,140.91,148.99,4
100.1,69,117,97.09,125,110,140.94,150,4.33
113.44,100.1,117.99,120.99,142.98,124.99,160.9,155,5
116.99,113.44,128.99,121,150,129,160.94,164.99,5
116.99,116.99,138.93,124.74,159.99,140,160.96,168.67,6
117,116.99,135.74,130,159.99,140,160.97,165,6
117,117,130.01,137.89,159.99,138.74,160.96,165,5.5
116.99,117,132,130,158.91,133.99,160.96,165,5
116.99,116.99,123.9,123.74,150.01,130.78,160.95,165,5
116.99,116.99,117,123.74,150.58,137,160.96,165,5
117,116.99,117.99,140,159.99,149.99,160.98,170,4
119.96,117,126,159.99,164.99,150,164.99,179.99,4
117,119.96,126,159.99,165,150,165,170,4
117,117,117,151.99,160,149.99,161,170,4.33
117,117,117,149.99,159.99,149.99,160.99,169.99,2.5
117,117,117,145,159.99,149.99,161,169.99,2
116.99,117,117,130.01,150,145,160.97,164.99,2
116.99,116.99,116.99,120.99,139,124.99,159.99,155,3
103.98,116.99,116.99,110,125,116,149.99,150,2
90,103.98,102.19,94.19,123.74,101.04,139.99,142.36,2
54,90,74.99,75,110.06,80.92,125,139.99,2
53.99,54,92.07,75,110.06,81.99,125,134.74,2
77.66,53.99,100,93.61,115.99,100.04,134.74,140,3
94.14,77.66,70,100.1,124.99,110.01,149.23,140.01,3
116.99,94.14,69,121,135,124.99,159.99,150,3
117,116.99,100.1,121,164.99,140.01,200,165,3.67
117,117,113.44,140,179.99,151,756.1,190,3
129.5,117,116.99,159.99,180,160.7,999.99,250.01,3.5
139.99,129.5,116.99,161.22,200,165,999.99,275,5
120.01,139.99,117,150.08,179.99,160,999.99,200,4
123.91,120.01,117,150,180,160,999.99,200,4.5
139.99,123.91,116.99,159.99,180,164.99,999.99,249.99,5
141.23,139.99,116.99,160,180,164.99,999.01,180,5
140,141.23,116.99,159.99,179.99,164.99,999,180,6
149.99,140,117,165,180.56,169.99,925.87,200,5
145,149.99,119.96,160,180,164.99,952.13,180,5
133.02,145,117,150,170,159,599.17,170,5.5
117,133.02,117,135.01,164.99,149.99,450.05,166.21,6
117,117,117,130,157.44,148,250.01,164.99,5
135.74,117,117,155.01,164.99,150,250.01,169.99,5
117,135.74,116.99,135.01,155,149.99,199.99,160,5
116.99,117,116.99,124.17,139.99,135.49,140.77,154.99,5.5
116.99,116.99,103.98,121,124.99,125,140.39,149.99,5
116.85,116.99,90,120.99,122,119.99,140,139.99,5
110.01,116.85,54,120,116,110.09,134.73,131.99,5
110,110.01,53.99,120,116,110.08,134.73,130,5
110.08,110,77.66,120.99,121.99,112.76,140,132,5
116.99,110.08,94.14,120.99,123.75,123.99,140.29,140.01,5
116.99,116.99,116.99,121,125,125,140.61,150,5.5
117,116.99,117,132,159.99,149.99,160.78,160,5.67
137,117,117,144.99,179.99,159.6,165,179.99,8
141.22,137,129.5,159.99,180,159.99,179.99,199.99,7
145,141.22,139.99,159.99,184.99,160,180,250,8.5
134.06,145,120.01,149.99,170.35,159.99,170,180,7.5
128.99,134.06,123.91,150,174.99,159.99,169.99,199.99,7
136.99,128.99,139.99,159.99,179.99,164.99,170,200,6.5
128.99,136.99,141.23,155.01,175,163.32,169.99,180,7
137,128.99,140,153.28,179.99,160,169.99,180,6
140,137,149.99,155,180,165,170,180,6
144.94,140,145,155.01,180,160,164.99,180,6
136.88,144.94,133.02,140.01,170,159.99,169.99,176,5.5
117.22,136.88,117,134.74,164.99,150,164.99,170,5
117,117.22,117,129.97,159.99,149.6,160.9,169.99,6
144.99,117,135.74,155.01,164.99,150,165,169.99,5.5
120,144.99,117,140,158.26,149.99,160.93,165,5
115,120,116.99,123.64,135.48,144.99,140.89,155,6
114.99,115,116.99,119,124.46,125,140.41,145,5
114.91,114.99,116.85,118.99,124.99,124.99,140.09,138.99,5
108,114.91,110.01,118.99,121.99,121.99,139.99,129.99,5
108,108,110,118.99,122,121.99,139.99,129.95,5
113,108,110.08,118.99,124.99,122,140.01,130,5
114.99,113,116.99,119,124.99,124.99,140.3,144.99,5
114.99,114.99,116.99,120.01,130.69,133.99,140.63,149.99,5.5
115,114.99,117,136.03,160,150.01,160.58,161.73,7
144.94,115,137,151.51,180,170,179.99,180,7
146,144.94,141.22,160,200,179.99,192.99,250.01,6
150,146,145,160,209.99,180,200,299.99,7.5
145,150,134.06,152.47,180,173.99,180,201.08,8
140,145,128.99,149.52,180,179.99,180,250,8.5
146,140,136.99,154.99,199.99,180,199.01,250,9
144.99,146,128.99,150,180,179.99,180,200,9
144.94,144.99,137,150,180,179.99,180,200,8
145,144.94,140,151.5,199.06,180,180,250.01,8
144.99,145,144.94,150,189.59,179.99,180,250,8
141.23,144.99,136.88,145,179.99,169.99,170,180,8
121.99,141.23,117.22,137,165,164.99,169.6,179.99,7.67
115,121.99,117,129.41,159.99,160,164.99,170,6
139.99,115,144.99,159.99,162,164.99,179.99,179.99,6
116.2,139.99,120,147.86,155,159.99,164.99,170,6.5
115,116.2,115,119,149.99,139.99,149.99,160,7
114.99,115,114.99,118.99,129,125,140.61,154.99,7
114.99,114.99,114.91,118.99,125,124.99,140.18,150,7
112.99,114.99,108,118.34,124.99,123.74,140,149.99,6
110.03,112.99,108,117.19,124.99,123.74,139.99,149.99,6
113.65,110.03,113,118.99,125,124.99,140.09,149.99,6
114.99,113.65,114.99,118.99,125,125,140.34,154.99,6
115,114.99,114.99,119,149.99,130.69,140.67,159.99,6
120,115,115,129.12,150,150,160.87,179.99,6
149.99,120,144.94,149.99,170,164.99,180,300.01,6
150,149.99,146,150,179.99,169.99,218,387.99,6.5
152.01,150,150,150,180,169.99,250,499.98,7
145.99,152.01,145,149.99,174.99,165,217.99,350.01,6
144.16,145.99,140,144.99,171.87,169.99,200,350.01,5
149.99,144.16,146,149.99,179.99,170,218,350.01,4
149.99,149.99,144.99,145.99,175,169.99,200,350.01,4
149.99,149.99,144.94,149.99,175,169.99,200,350.01,3
147,149.99,145,149.01,179.99,170,218,391.88,2.5
140,147,144.99,149.99,179.99,169.99,200,350.07,3
124,140,141.23,149.01,169.99,165,180,330.88,4
116.79,124,121.99,139.75,160,160,179.99,250.01,2.67
115,116.79,115,130,159.59,150,170,200,2
139.99,115,139.99,149.99,164.99,155.99,179.99,200,2
120,139.99,116.2,136.03,160,150,169.99,179.99,1
100,120,115,117,164.99,150,149.99,150,1
100,100,114.99,116.99,153.99,143,127.23,149.99,1
99.99,100,114.99,116.99,150,125,125,136.03,0.67
99.99,99.99,112.99,116.99,149.99,125,124.99,128.99,1
99.99,99.99,110.03,116.99,149.99,125,124.99,125,1
99.99,99.99,113.65,116.99,149.99,125,124.99,130,1
100,99.99,114.99,116.99,150,130,125,149.99,1.5
100,100,115,117,159.99,150,140.12,150,2.5
108,100,120,131.78,165,170,170,179.99,3.67
129.99,108,149.99,146.98,200,199.99,200,400,5.5
149.99,129.99,150,149.99,209.53,200.13,250.01,500,6.5
150,149.99,152.01,149.99,200.08,200.27,300,644.99,7
122,150,145.99,129.39,179.99,180,199.99,363,8
137,122,144.16,139.04,180,180,200,400.02,8
149.99,137,149.99,144.07,199.07,199.99,247.99,400.06,7.67
149.99,149.99,149.99,139.04,182.11,180,200,400,7.5
149.99,149.99,149.99,139.62,180,180,199.99,400.02,7
149.99,149.99,147,139.03,200,199.99,248,450.02,7
149.94,149.99,140,144.94,200.06,200,218,450.02,6.5
141.22,149.94,124,136.77,180,180,180.5,400,6
129,141.22,116.79,121.54,179.99,179.99,180,250,5.67
110.01,129,115,117,165,170,180,190.73,5
147,110.01,139.99,135.53,179.99,179.87,179.99,199.99,5
125.01,147,120,117,169.99,165,170,180,5
101.03,125.01,100,117,164.99,150,149.99,179.99,5
100,101.03,100,116.99,149.99,144.99,132,164.99,4
100,100,99.99,116.99,140,125,124.99,150,4.33
100,100,99.99,116.99,129,124.99,124,149.99,5
99.99,100,99.99,116.67,121,124.99,124,149.99,4
100,99.99,99.99,116.99,121,124.99,124,149.99,4
99.99,100,100,116.99,121,124.99,124.99,149.99,4
100,99.99,100,116.99,124,125,125,154.99,5.5
100,100,108,117,148,150,140.01,179.99,6
120,100,129.99,117.99,179.99,170,160,300.01,7
130.36,120,149.99,128.99,180,179.99,165,600.05,7.5
148.72,130.36,150,138.93,184.99,180,165,978.03,8
140,148.72,122,135.74,180,179.99,164.99,500.08,8.5
129,140,137,130.01,179.99,179.99,164.99,500.01,9
122,129,149.99,132,179.99,170,160,450.05,9.33
120,122,149.99,123.9,170,169.99,159.99,299.99,10
108.45,120,149.99,117,169.99,165,150.01,300,10
110.09,108.45,149.99,117.99,170,170,160,481.94,9.5
120.01,110.09,149.94,126,179.99,179.99,164.99,663.73,8
120,120.01,141.22,126,169.99,179.99,163.99,450.08,7.5
114.42,120,129,117,164.99,169.99,153,250.01,7
109.01,114.42,110.01,117,154,164.99,150,250,7
120.01,109.01,147,117,165,168.09,160,250,8
110.09,120.01,125.01,117,164.99,164.99,150,199.99,7
107.99,110.09,101.03,116.99,121,150,140,149.99,7
100,107.99,100,116.99,120.99,133.99,124.99,140.96,7
99.99,100,100,102.19,110.09,124.99,110.43,140.93,6.67
99.99,99.99,100,74.99,104.28,123.75,103.23,140.91,6.5
99.99,99.99,99.99,92.07,101.94,122,100.02,140.91,6
99.99,99.99,100,100,108.27,122,100.05,140.91,6
99.99,99.99,99.99,70,84.99,123.74,97.1,140.91,6.5
99.99,99.99,100,69,97.1,120.01,97.09,140.91,8
99.99,99.99,100,100.1,97.09,125,110,140.94,8.67
100,99.99,120,113.44,120.99,142.98,124.99,160.9,9.5
100,100,130.36,116.99,121,150,129,160.94,10
100.1,100,148.72,116.99,124.74,159.99,140,160.96,11
100.07,100.1,140,117,130,159.99,140,160.97,11.5
110.01,100.07,129,117,137.89,159.99,138.74,160.96,12.5
101.03,110.01,122,116.99,130,158.91,133.99,160.96,13.33
100.06,101.03,120,116.99,123.74,150.01,130.78,160.95,14
100,100.06,108.45,116.99,123.74,150.58,137,160.96,14
110,100,110.09,117,140,159.99,149.99,160.98,13
140,110,120.01,119.96,159.99,164.99,150,164.99,11.5
140,140,120,117,159.99,165,150,165,10
126.99,140,114.42,117,151.99,160,149.99,161,10
113.14,126.99,109.01,117,149.99,159.99,149.99,160.99,9
114.32,113.14,120.01,117,145,159.99,149.99,161,8.5
100.06,114.32,110.09,116.99,130.01,150,145,160.97,8
100,100.06,107.99,116.99,120.99,139,124.99,159.99,9
99.99,100,100,103.98,110,125,116,149.99,8.5
99.99,99.99,99.99,90,94.19,123.74,101.04,139.99,7.67
90.01,99.99,99.99,54,75,110.06,80.92,125,8
80.9,90.01,99.99,53.99,75,110.06,81.99,125,7.5
99.99,80.9,99.99,77.66,93.61,115.99,100.04,134.74,8
99.99,99.99,99.99,94.14,100.1,124.99,110.01,149.23,8
100,99.99,99.99,116.99,121,135,124.99,159.99,9.5
107.99,100,99.99,117,121,164.99,140.01,200,10.67
140,107.99,100,117,140,179.99,151,756.1,12
149.99,140,100,129.5,159.99,180,160.7,999.99,12
150,149.99,100.1,139.99,161.22,200,165,999.99,13
149.45,150,100.07,120.01,150.08,179.99,160,999.99,13.5
149.99,149.45,110.01,123.91,150,180,160,999.99,14.5
150.29,149.99,101.03,139.99,159.99,180,164.99,999.99,14.33
150,150.29,100.06,141.23,160,180,164.99,999.01,15.5
150,150,100,140,159.99,179.99,164.99,999,15.5
152.95,150,110,149.99,165,180.56,169.99,925.87,14
149.99,152.95,140,145,160,180,164.99,952.13,10.5
141.23,149.99,140,133.02,150,170,159,599.17,10
136.03,141.23,126.99,117,135.01,164.99,149.99,450.05,10.67
114.77,136.03,113.14,117,130,157.44,148,250.01,10
141.23,114.77,114.32,135.74,155.01,164.99,150,250.01,9
117.03,141.23,100.06,117,135.01,155,149.99,199.99,8.5
100.06,117.03,100,116.99,124.17,139.99,135.49,140.77,8
100,100.06,99.99,116.99,121,124.99,125,140.39,7.5
99.99,100,99.99,116.85,120.99,122,119.99,140,8
99.99,99.99,90.01,110.01,120,116,110.09,134.73,8
99.99,99.99,80.9,110,120,116,110.08,134.73,8
99.99,99.99,99.99,110.08,120.99,121.99,112.76,140,7.5
99.99,99.99,99.99,116.99,120.99,123.75,123.99,140.29,8
100,99.99,100,116.99,121,125,125,140.61,9
119.58,100,107.99,117,132,159.99,149.99,160.78,9
140,119.58,140,137,144.99,179.99,159.6,165,9.5
140,140,149.99,141.22,159.99,180,159.99,179.99,10.5
144.46,140,150,145,159.99,184.99,160,180,11
139.99,144.46,149.45,134.06,149.99,170.35,159.99,170,12
140.45,139.99,149.99,128.99,150,174.99,159.99,169.99,16.5
140.51,140.45,150.29,136.99,159.99,179.99,164.99,170,16.67
136.99,140.51,150,128.99,155.01,175,163.32,169.99,14.5
139.99,136.99,150,137,153.28,179.99,160,169.99,12.5
138.15,139.99,152.95,140,155,180,165,170,11.5
140.49,138.15,149.99,144.94,155.01,180,160,164.99,10.5
134.99,140.49,141.23,136.88,140.01,170,159.99,169.99,10
120,134.99,136.03,117.22,134.74,164.99,150,164.99,10.5
107.98,120,114.77,117,129.97,159.99,149.6,160.9,9.5
141.23,107.98,141.23,144.99,155.01,164.99,150,165,10
119.11,141.23,117.03,120,140,158.26,149.99,160.93,9
100,119.11,100.06,115,123.64,135.48,144.99,140.89,7.5
99.99,100,100,114.99,119,124.46,125,140.41,7
99.99,99.99,99.99,114.91,118.99,124.99,124.99,140.09,7
99.99,99.99,99.99,108,118.99,121.99,121.99,139.99,6.5
99.99,99.99,99.99,108,118.99,122,121.99,139.99,6
99.99,99.99,99.99,113,118.99,124.99,122,140.01,6
99.99,99.99,99.99,114.99,119,124.99,124.99,140.3,6
100,99.99,100,114.99,120.01,130.69,133.99,140.63,9
